Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Type_of_vehicle,Road_traffic_density,multiple_deliveries,Time_taken(min),distance,order_hour,pickup_hour,day_of_week,is_weekend,month
36.0,4.9,21.149669,72.772629,21.219669,72.842629,2022-03-02,Windy,motorcycle ,Low ,0.0,21,10.625702124383546,23.0,23,Wednesday,0,3
26.0,4.0,17.411028,78.329645,17.451028,78.369645,2022-04-01,Cloudy,motorcycle ,High ,1.0,34,6.136519522327368,15.0,15,Friday,0,4
26.0,4.1,26.482581,80.315628,26.572581,80.405628,2022-02-12,Fog,motorcycle ,Jam ,1.0,36,13.41246037752413,19.0,19,Saturday,1,2
36.0,4.9,12.284747,76.625861,12.344747,76.685861,2022-04-05,Sunny,motorcycle ,Medium ,0.0,17,9.308662119355631,17.0,17,Tuesday,0,4
21.0,4.7,26.911378,75.789034,26.921378,75.799034,2022-03-03,Sunny,motorcycle ,Low ,1.0,16,1.4880598281970034,9.0,9,Thursday,0,3
35.0,4.7,13.02978,80.208812,13.10978,80.288812,2022-04-06,Sunny,electric_scooter ,Jam ,1.0,27,12.39395555693745,20.0,20,Wednesday,0,4
20.0,4.5,12.323194,76.630583,12.363194,76.670583,2022-03-17,Fog,motorcycle ,High ,1.0,26,6.20545250887856,12.0,12,Thursday,0,3
23.0,4.6,18.563934,73.915367,18.653934,74.005367,2022-03-31,Fog,motorcycle ,Jam ,2.0,46,13.764250249667594,21.0,21,Thursday,0,3
37.0,5.0,22.569367,88.433187,22.629367,88.493187,2022-02-17,Sunny,motorcycle ,Jam ,0.0,29,9.066849655818128,19.0,20,Thursday,0,2
26.0,4.8,12.949934,77.699386,13.009934,77.759386,2022-03-09,Sandstorms,motorcycle ,Jam ,1.0,23,9.297076456518704,19.0,19,Wednesday,0,3
29.0,5.0,21.175975,72.795503,21.255975,72.875503,2022-03-27,Sandstorms,scooter ,Low ,1.0,11,12.142486110300185,22.0,22,Sunday,1,3
26.0,4.9,22.725835,75.887648,22.835835,75.997648,2022-03-25,Stormy,motorcycle ,Medium ,0.0,28,16.612635818204165,17.0,17,Friday,0,3
29.0,4.8,18.536562,73.896485,18.596562,73.956485,2022-03-11,Cloudy,motorcycle ,Jam ,1.0,25,9.177225998300312,19.0,19,Friday,0,3
29.0,4.7,23.416792,85.316842,23.436792,85.336842,2022-03-03,Sandstorms,motorcycle ,Low ,0.0,11,3.013958870983999,10.0,10,Thursday,0,3
21.0,4.9,30.89286,75.822199,30.92286,75.852199,2022-02-15,Windy,scooter ,Medium ,1.0,26,4.391724962431039,18.0,18,Tuesday,0,2
22.0,4.3,12.310972,76.659264,12.330972,76.679264,2022-03-07,Stormy,motorcycle ,Low ,1.0,23,3.1028522086456105,10.0,10,Monday,0,3
31.0,4.0,26.913987,75.752891,26.993987,75.832891,2022-03-18,Fog,motorcycle ,Medium ,2.0,39,11.902753837483976,17.0,18,Friday,0,3
20.0,4.5,11.001753,76.986241,11.021753,77.006241,2022-04-03,Fog,motorcycle ,Low ,0.0,11,3.1098846908757523,8.0,9,Sunday,1,4
30.0,3.9,22.310237,73.158921,22.390237,73.238921,2022-04-06,Stormy,electric_scooter ,Jam ,1.0,32,12.09895659021292,19.0,20,Wednesday,0,4
36.0,4.8,12.933284,77.615428,13.003284,77.685428,2022-03-06,Fog,motorcycle ,Medium ,1.0,43,10.846831683112224,17.0,18,Sunday,1,3
24.0,4.7,12.297954,76.665169,12.337954,76.705169,2022-03-19,Fog,scooter ,Medium ,1.0,13,6.205738534229064,15.0,15,Saturday,1,3
32.0,4.7,12.352058,76.60665,12.362058,76.61665,2022-03-21,Windy,electric_scooter ,Low ,0.0,25,1.5513238067891462,9.0,9,Monday,0,3
25.0,5.0,13.086438,80.220672,13.146439,80.280672,2022-03-19,Windy,motorcycle ,Medium ,0.0,27,9.294705791241627,18.0,18,Saturday,1,3
27.0,4.5,17.429585,78.392621,17.469585,78.432621,2022-03-28,Windy,scooter ,Medium ,1.0,29,6.136227883482838,15.0,15,Monday,0,3
32.0,4.1,12.978453,77.643685,13.048453,77.713685,2022-03-29,Sandstorms,motorcycle ,Medium ,1.0,33,10.845889966900735,18.0,18,Tuesday,0,3
23.0,4.7,13.044694,80.26147,13.084694,80.30147,2022-03-17,Fog,motorcycle ,Medium ,1.0,19,6.19703893141132,16.0,17,Thursday,0,3
39.0,4.4,12.98041,77.640489,13.11041,77.770489,2022-03-29,Sunny,motorcycle ,Medium ,1.0,33,20.14112443663039,18.0,18,Tuesday,0,3
20.0,4.8,26.846156,75.8023,26.926156,75.8823,2022-03-04,Windy,electric_scooter ,Medium ,0.0,15,11.905861749702474,18.0,18,Friday,0,3
29.0,4.6,25.449659,81.839744,25.479659,81.869744,2022-02-15,Stormy,scooter ,Jam ,1.0,29,4.488577625714156,20.0,20,Tuesday,0,2
26.0,4.9,26.911927,75.797282,27.051927,75.937282,2022-03-29,Stormy,scooter ,Low ,1.0,18,20.82757269749616,22.0,23,Tuesday,0,3
25.0,5.0,10.020683,76.310631,10.030683,76.320631,2022-02-13,Stormy,motorcycle ,Low ,1.0,14,1.557337963675556,10.0,11,Sunday,1,2
34.0,4.7,12.935662,77.61413,12.975662,77.65413,2022-04-03,Windy,motorcycle ,Medium ,1.0,30,6.1983397369141935,16.0,16,Sunday,1,4
31.0,4.9,15.585658,73.743606,15.625658,73.783606,2022-02-13,Sunny,motorcycle ,High ,0.0,28,6.163798689174008,14.0,15,Sunday,1,2
30.0,4.9,17.429585,78.392621,17.519585,78.482621,2022-04-02,Cloudy,motorcycle ,Medium ,0.0,30,13.805626960611738,19.0,19,Saturday,1,4
36.0,4.8,26.766536,75.837333,26.896536,75.967333,2022-03-20,Sandstorms,motorcycle ,Medium ,1.0,36,19.351082464681973,18.0,18,Sunday,1,3
36.0,4.4,26.846156,75.8023,26.986156,75.9423,2022-03-29,Fog,motorcycle ,Low ,1.0,37,20.83285088576677,23.0,23,Tuesday,0,3
26.0,4.7,26.913987,75.752891,27.053987,75.892891,2022-03-04,Cloudy,motorcycle ,Jam ,1.0,43,20.827407215134496,19.0,19,Friday,0,3
30.0,4.6,22.310526,73.170937,22.420526,73.280937,2022-03-27,Sunny,scooter ,Low ,1.0,29,16.635239139962547,23.0,23,Sunday,1,3
33.0,4.7,12.972532,77.608179,13.022532,77.658179,2022-03-09,Fog,electric_scooter ,Medium ,1.0,15,7.747301749382407,18.0,18,Wednesday,0,3
34.0,4.0,19.103249,72.846749,19.193249,72.936749,2022-03-12,Windy,motorcycle ,Jam ,2.0,39,13.743748712643283,21.0,21,Saturday,1,3
36.0,4.6,17.426228,78.407495,17.506228,78.487495,2022-04-04,Windy,motorcycle ,Low ,1.0,20,12.271931674507936,23.0,23,Monday,0,4
33.0,4.6,26.471617,80.313564,26.491617,80.333564,2022-02-11,Fog,motorcycle ,Low ,1.0,15,2.9810670001645105,11.0,11,Friday,0,2
22.0,4.8,19.866969,75.318894,19.976969,75.428894,2022-02-18,Sandstorms,motorcycle ,Low ,1.0,16,16.760840661943323,22.0,23,Friday,0,2
38.0,4.7,18.593481,73.785901,18.603481,73.795901,2022-03-19,Sunny,scooter ,Low ,1.0,19,1.5294048118807104,11.0,11,Saturday,1,3
27.0,4.9,12.906229,77.596791,12.986229,77.676791,2022-03-02,Fog,scooter ,Low ,0.0,20,12.396903135321155,23.0,23,Wednesday,0,3
32.0,4.8,26.482581,80.315628,26.552581,80.385628,2022-02-14,Sunny,scooter ,Jam ,1.0,25,10.432310169081864,21.0,21,Monday,0,2
26.0,4.8,12.933298,77.614293,13.013298,77.694293,2022-03-27,Cloudy,motorcycle ,Jam ,1.0,43,12.396259636749216,19.0,19,Sunday,1,3
29.0,4.5,22.751857,75.866699,22.881857,75.996699,2022-03-04,Windy,motorcycle ,Low ,0.0,15,19.63077725461513,22.0,23,Friday,0,3
31.0,4.5,11.010375,76.95295,11.090375,77.03295,2022-04-06,Sunny,motorcycle ,Jam ,0.0,29,12.43875210831113,20.0,20,Wednesday,0,4
28.0,4.6,17.483216,78.552111,17.523216,78.592111,2022-03-26,Stormy,motorcycle ,High ,0.0,14,6.135383422532994,12.0,12,Saturday,1,3
21.0,4.8,27.160934,78.044095,27.220934,78.104095,2022-02-11,Sunny,motorcycle ,Medium ,1.0,11,8.91888668509988,18.0,19,Friday,0,2
21.0,4.0,11.006686,76.951736,11.056686,77.001736,2022-03-28,Sandstorms,motorcycle ,Low ,1.0,19,7.774458242271917,22.0,22,Monday,0,3
29.0,4.7,25.457687,81.835585,25.497687,81.875585,2022-02-11,Cloudy,motorcycle ,Medium ,1.0,11,5.984484703059433,15.0,15,Friday,0,2
20.0,4.8,19.12663,72.829976,19.13663,72.839976,2022-03-28,Sunny,motorcycle ,High ,0.0,14,1.527154370684199,11.0,11,Monday,0,3
28.0,5.0,19.875016,75.322405,19.965016,75.412405,2022-02-16,Windy,motorcycle ,Low ,0.0,15,13.713493498525082,22.0,22,Wednesday,0,2
25.0,4.7,19.178321,72.834715,19.248321,72.904715,2022-03-16,Sandstorms,motorcycle ,Low ,1.0,16,10.687630840937125,23.0,23,Wednesday,0,3
30.0,4.7,18.536718,73.830327,18.646718,73.940327,2022-03-08,Fog,motorcycle ,Unknown,1.0,43,16.82376113749127,19.0,21,Tuesday,0,3
38.0,4.8,13.026279,80.174568,13.046279,80.194568,2022-03-28,Stormy,motorcycle ,Low ,1.0,20,3.098689497995528,10.0,10,Monday,0,3
39.0,4.9,17.455894,78.375467,17.485894,78.405467,2022-03-03,Stormy,motorcycle ,Low ,1.0,26,4.60191950861356,22.0,22,Thursday,0,3
26.0,4.9,21.149834,72.778666,21.209834,72.838666,2022-03-13,Windy,scooter ,Medium ,0.0,26,9.107880591147303,17.0,17,Sunday,1,3
33.0,4.4,11.022477,76.995667,11.092477,77.065667,2022-03-14,Windy,motorcycle ,Jam ,0.0,43,10.883781468541269,21.0,21,Monday,0,3
24.0,4.6,22.310237,73.158921,22.370237,73.218921,2022-03-01,Sandstorms,motorcycle ,Medium ,1.0,25,9.074511964797065,18.0,18,Tuesday,0,3
24.0,4.9,11.010375,76.95295,11.050375,76.99295,2022-03-21,Fog,motorcycle ,Medium ,1.0,28,6.2195799756053045,15.0,15,Monday,0,3
33.0,4.5,22.745049,75.892471,22.835049,75.982471,2022-03-10,Stormy,scooter ,Low ,0.0,17,13.591743492035286,22.0,23,Thursday,0,3
35.0,4.2,22.74806,75.8934,22.83806,75.9834,2022-03-20,Windy,motorcycle ,Jam ,1.0,44,13.591608297249032,19.0,19,Sunday,1,3
27.0,4.2,19.178321,72.834715,19.268321,72.924715,2022-04-06,Stormy,motorcycle ,Jam ,1.0,33,13.740852946326266,20.0,20,Wednesday,0,4
30.0,4.7,13.054347,80.257221,13.104347,80.307221,2022-03-15,Cloudy,scooter ,Medium ,1.0,19,7.746079097377241,18.0,18,Tuesday,0,3
29.0,4.5,12.979096,77.640625,13.009096,77.670625,2022-04-03,Sunny,motorcycle ,Medium ,0.0,15,4.64841181693955,18.0,18,Sunday,1,4
34.0,4.7,27.163303,78.057044,27.293303,78.187044,2022-02-12,Fog,scooter ,Low ,1.0,27,19.321445595986216,23.0,23,Saturday,1,2
20.0,4.7,26.482419,80.320939,26.502419,80.340939,2022-02-11,Cloudy,scooter ,High ,1.0,25,2.9809448604624884,11.0,11,Friday,0,2
29.0,4.8,22.310237,73.158921,22.350237,73.198921,2022-04-05,Sunny,motorcycle ,High ,1.0,18,6.049870868802052,13.0,13,Tuesday,0,4
22.0,4.9,22.307898,73.167788,22.367898,73.227788,2022-04-05,Stormy,scooter ,Medium ,0.0,21,9.074580779980996,18.0,18,Tuesday,0,4
35.0,4.9,27.160832,78.011608,27.230832,78.081608,2022-02-18,Cloudy,motorcycle ,Jam ,2.0,53,10.405169702130612,21.0,21,Friday,0,2
32.0,4.4,10.027014,76.308053,10.137014,76.418053,2022-02-12,Sandstorms,motorcycle ,Jam ,3.0,42,17.129275527672867,21.0,21,Saturday,1,2
28.0,4.9,30.890184,75.829615,31.000184,75.939615,2022-02-14,Sunny,motorcycle ,Jam ,1.0,20,16.10037667090034,21.0,21,Monday,0,2
30.0,4.7,11.003681,76.975525,11.133681,77.105525,2022-03-02,Fog,scooter ,Low ,0.0,29,20.21236367487059,22.0,22,Wednesday,0,3
22.0,4.7,12.986047,80.218114,13.096047,80.328114,2022-04-04,Stormy,scooter ,Jam ,0.0,15,17.042634005428827,20.0,20,Monday,0,4
36.0,4.7,11.006686,76.951736,11.056686,77.001736,2022-03-09,Fog,motorcycle ,Medium ,1.0,30,7.774458242271917,18.0,18,Wednesday,0,3
23.0,4.8,21.15276,72.778059,21.28276,72.908059,2022-03-12,Windy,motorcycle ,Jam ,1.0,28,19.731429221614068,20.0,20,Saturday,1,3
22.0,4.8,22.753839,75.897429,22.773839,75.917429,2022-04-01,Stormy,motorcycle ,Low ,1.0,19,3.0206490444019702,10.0,10,Friday,0,4
29.0,4.5,19.876106,75.340775,20.006106,75.470775,2022-02-18,Sandstorms,motorcycle ,Low ,1.0,15,19.807161975395392,22.0,22,Friday,0,2
34.0,4.9,13.005801,80.250744,13.115801,80.360744,2022-03-23,Sandstorms,motorcycle ,Jam ,3.0,50,17.04198395713032,21.0,22,Wednesday,0,3
38.0,4.1,12.933298,77.614293,12.943298,77.624293,2022-03-05,Stormy,motorcycle ,High ,1.0,41,1.5496365009021706,11.0,11,Saturday,1,3
32.0,4.3,30.328174,78.049117,30.398174,78.119117,2022-02-16,Cloudy,scooter ,Medium ,2.0,35,10.271454968582486,18.0,18,Wednesday,0,2
20.0,4.5,12.978453,77.643685,13.048453,77.713685,2022-03-02,Windy,motorcycle ,Jam ,1.0,27,10.845889966900735,20.0,20,Wednesday,0,3
25.0,4.9,13.058616,80.264151,13.138616,80.344151,2022-03-02,Fog,motorcycle ,Jam ,2.0,43,12.393263757604265,21.0,21,Wednesday,0,3
29.0,4.5,26.911927,75.797282,26.971927,75.857282,2022-04-05,Fog,scooter ,Low ,0.0,12,8.927480425054231,22.0,22,Tuesday,0,4
31.0,4.4,22.307898,73.167788,22.417898,73.277788,2022-03-20,Stormy,motorcycle ,Jam ,1.0,47,16.635381027246595,21.0,21,Sunday,1,3
37.0,4.5,21.170096,72.789122,21.220096,72.839122,2022-03-11,Fog,motorcycle ,Low ,1.0,26,7.589543265875354,23.0,23,Friday,0,3
36.0,4.9,30.905562,75.832841,30.995562,75.922841,2022-02-18,Cloudy,electric_scooter ,Medium ,1.0,31,13.172727967926338,17.0,17,Friday,0,2
37.0,3.8,26.849596,75.800512,26.989596,75.940512,2022-04-04,Sandstorms,motorcycle ,Jam ,1.0,42,20.8325750761678,20.0,20,Monday,0,4
38.0,4.9,11.003681,76.975525,11.043681,77.015525,2022-03-09,Cloudy,scooter ,High ,1.0,25,6.219648077690683,13.0,13,Wednesday,0,3
37.0,4.4,27.163303,78.057044,27.243303,78.137044,2022-02-18,Sandstorms,motorcycle ,Jam ,1.0,39,11.891277192207587,22.0,22,Friday,0,2
21.0,4.9,21.157729,72.768726,21.247729,72.858726,2022-03-20,Fog,scooter ,Low ,1.0,21,13.66085535805377,23.0,23,Sunday,1,3
35.0,4.9,26.902328,75.794257,26.932328,75.824257,2022-03-26,Fog,electric_scooter ,Medium ,0.0,18,4.464163123690179,18.0,18,Saturday,1,3
22.0,4.8,26.90519,75.810753,26.99519,75.900753,2022-03-29,Sandstorms,scooter ,Jam ,1.0,22,13.390793718689237,20.0,20,Tuesday,0,3
28.0,4.8,17.428294,78.404423,17.448294,78.424423,2022-03-01,Fog,motorcycle ,Low ,1.0,23,3.068202713082747,8.0,8,Tuesday,0,3
39.0,4.0,12.316967,76.603067,12.446967,76.733067,2022-03-18,Stormy,motorcycle ,Medium ,0.0,48,20.166286848244525,17.0,17,Friday,0,3
29.0,4.5,12.975377,77.696664,13.055377,77.776664,2022-03-31,Windy,scooter ,Low ,0.0,13,12.39525675915564,22.0,22,Thursday,0,3
39.0,4.6,13.026286,80.275235,13.046286,80.295235,2022-03-30,Sandstorms,motorcycle ,High ,1.0,32,3.098689456158956,11.0,11,Wednesday,0,3
25.0,4.9,12.323978,76.627961,12.453978,76.757961,2022-03-06,Sandstorms,electric_scooter ,Jam ,0.0,16,20.16602752998432,21.0,21,Sunday,1,3
34.0,5.0,11.025083,77.015393,11.055083,77.045393,2022-03-05,Cloudy,electric_scooter ,Medium ,0.0,19,4.664610877378366,17.0,17,Saturday,1,3
22.0,4.8,12.933284,77.615428,12.953284,77.635428,2022-03-26,Sunny,motorcycle ,Low ,1.0,18,3.099243404030044,9.0,9,Saturday,1,3
27.0,5.0,26.492106,80.327797,26.562106,80.397797,2022-02-16,Windy,motorcycle ,Jam ,1.0,27,10.431932813898786,20.0,21,Wednesday,0,2
28.0,4.5,19.003517,72.82765,19.073517,72.89765,2022-03-12,Sunny,motorcycle ,Medium ,1.0,25,10.692860419649532,17.0,17,Saturday,1,3
32.0,5.0,10.994136,76.963303,11.024136,76.993303,2022-03-01,Stormy,scooter ,Medium ,1.0,31,4.664846958990213,18.0,18,Tuesday,0,3
30.0,4.7,23.353783,85.326967,23.463783,85.436967,2022-04-04,Fog,scooter ,Jam ,1.0,39,16.577783315974713,19.0,19,Monday,0,4
27.0,4.6,17.440827,78.393391,17.510827,78.463391,2022-03-16,Sunny,motorcycle ,Medium ,0.0,20,10.73767592244511,17.0,18,Wednesday,0,3
35.0,3.9,19.12663,72.829976,19.20663,72.909976,2022-03-29,Windy,motorcycle ,Jam ,2.0,38,12.216036309455992,19.0,20,Tuesday,0,3
22.0,4.6,12.297954,76.665169,12.327954,76.695169,2022-03-05,Windy,motorcycle ,Low ,1.0,19,4.654346370086994,23.0,23,Saturday,1,3
30.0,4.6,22.308096,73.167753,22.318096,73.177753,2022-03-13,Cloudy,motorcycle ,Low ,0.0,24,1.5125517325857614,10.0,10,Sunday,1,3
39.0,4.8,12.323194,76.630583,12.343194,76.650583,2022-03-13,Fog,scooter ,High ,1.0,26,3.102782976271217,11.0,11,Sunday,1,3
33.0,4.8,17.450851,78.379347,17.510851,78.439347,2022-04-03,Sandstorms,motorcycle ,Medium ,1.0,28,9.203603646445394,18.0,18,Sunday,1,4
20.0,4.7,18.543626,73.905101,18.623626,73.985101,2022-03-23,Sandstorms,scooter ,Medium ,1.0,16,12.235732851647132,17.0,17,Wednesday,0,3
34.0,4.2,12.304569,76.643622,12.364569,76.703622,2022-03-13,Windy,motorcycle ,Low ,0.0,24,9.308325333644872,23.0,23,Sunday,1,3
22.0,4.7,12.299524,76.64262,12.369524,76.71262,2022-03-29,Windy,motorcycle ,Medium ,1.0,24,10.859713679362844,17.0,17,Tuesday,0,3
37.0,4.3,26.849596,75.800512,26.869596,75.820512,2022-03-15,Stormy,scooter ,High ,1.0,34,2.9767694453812323,11.0,12,Tuesday,0,3
20.0,4.8,19.003517,72.82765,19.013517,72.83765,2022-03-09,Cloudy,motorcycle ,Low ,1.0,16,1.5276791467900743,9.0,9,Wednesday,0,3
33.0,4.9,21.160522,72.771477,21.210522,72.821477,2022-04-05,Windy,motorcycle ,Low ,1.0,26,7.5897674326727005,22.0,22,Tuesday,0,4
21.0,5.0,22.728163,75.884212,22.858163,76.014212,2022-04-02,Fog,motorcycle ,Medium ,1.0,25,19.632314732102277,17.0,17,Saturday,1,4
33.0,4.6,22.31279,73.170283,22.38279,73.240283,2022-03-10,Fog,motorcycle ,Medium ,2.0,49,10.586671192789035,17.0,17,Thursday,0,3
24.0,4.6,12.98041,77.640489,13.06041,77.720489,2022-03-23,Windy,electric_scooter ,Medium ,0.0,24,12.395136598591078,18.0,18,Wednesday,0,3
30.0,4.6,19.131141,72.813074,19.16114,72.843074,2022-03-07,Sunny,motorcycle ,Medium ,1.0,26,4.581196682217199,19.0,19,Monday,0,3
32.0,4.9,17.433809,78.386744,17.523809,78.476744,2022-03-18,Sandstorms,scooter ,Low ,1.0,24,13.80547731046219,23.0,0,Friday,0,3
28.0,4.6,17.428294,78.404423,17.558294,78.534423,2022-03-31,Stormy,electric_scooter ,Jam ,0.0,16,19.940501916973297,19.0,19,Thursday,0,3
21.0,4.7,26.766536,75.837333,26.896536,75.967333,2022-04-04,Windy,scooter ,Jam ,1.0,27,19.351082464681973,20.0,20,Monday,0,4
39.0,4.9,19.879631,75.323403,19.899631,75.343403,2022-02-17,Fog,motorcycle ,High ,1.0,25,3.047712417465363,11.0,11,Thursday,0,2
32.0,4.7,13.026286,80.275235,13.046286,80.295235,2022-03-26,Cloudy,motorcycle ,Low ,0.0,26,3.098689456158956,9.0,9,Saturday,1,3
20.0,4.5,19.091458,72.827808,19.151458,72.887808,2022-03-28,Sandstorms,scooter ,Jam ,1.0,25,9.163186792917154,19.0,19,Monday,0,3
36.0,5.0,26.849596,75.800512,26.859596,75.810512,2022-03-15,Fog,scooter ,Low ,1.0,15,1.4884133108377866,8.0,8,Tuesday,0,3
28.0,4.8,12.934179,77.615797,12.954179,77.635797,2022-03-17,Sunny,scooter ,Low ,1.0,18,3.099238091225855,11.0,11,Thursday,0,3
32.0,4.5,18.520016,73.830547,18.570016,73.880547,2022-03-09,Fog,motorcycle ,Jam ,1.0,30,7.648136370476755,20.0,20,Wednesday,0,3
39.0,4.4,12.986047,80.218114,13.096047,80.328114,2022-04-02,Cloudy,scooter ,Jam ,1.0,46,17.042634005428827,19.0,20,Saturday,1,4
30.0,4.7,21.170798,72.790489,21.280798,72.900489,2022-03-29,Windy,motorcycle ,Low ,1.0,24,16.69541088302565,22.0,22,Tuesday,0,3
32.0,4.4,18.563934,73.915367,18.603935,73.955367,2022-03-05,Sandstorms,motorcycle ,Medium ,1.0,37,6.117941643988989,16.0,16,Saturday,1,3
23.0,4.6,22.760072,75.892574,22.850072,75.982574,2022-03-29,Windy,motorcycle ,Jam ,1.0,27,13.591068802313822,21.0,21,Tuesday,0,3
21.0,4.8,19.12663,72.829976,19.16663,72.869976,2022-03-05,Windy,scooter ,Medium ,1.0,27,6.108360812908673,15.0,15,Saturday,1,3
31.0,4.2,22.761226,75.887522,22.821226,75.947522,2022-03-05,Windy,electric_scooter ,Medium ,1.0,32,9.061127494752238,17.0,17,Saturday,1,3
37.0,4.6,19.178321,72.834715,19.198321,72.854715,2022-03-13,Stormy,electric_scooter ,High ,1.0,28,3.0538233786856974,11.0,12,Sunday,1,3
20.0,4.5,21.149834,72.778666,21.199834,72.828666,2022-03-03,Sandstorms,motorcycle ,Jam ,1.0,29,7.590017577593426,20.0,20,Thursday,0,3
28.0,4.5,26.88842,75.800689,26.89842,75.810689,2022-03-03,Sandstorms,motorcycle ,Low ,1.0,27,1.4881912567305338,10.0,10,Thursday,0,3
22.0,4.9,12.297954,76.665169,12.307954,76.675169,2022-03-24,Cloudy,motorcycle ,Low ,0.0,11,1.5514770796415485,8.0,8,Thursday,0,3
20.0,4.7,17.458998,78.500366,17.518998,78.560366,2022-03-15,Cloudy,motorcycle ,Medium ,1.0,13,9.20341113898367,17.0,17,Tuesday,0,3
34.0,4.8,23.354422,85.3329,23.484422,85.4629,2022-03-12,Windy,scooter ,Low ,1.0,27,19.591218729842225,22.0,22,Saturday,1,3
38.0,4.8,13.044694,80.26147,13.084694,80.30147,2022-03-13,Windy,scooter ,High ,1.0,25,6.19703893141132,12.0,12,Sunday,1,3
30.0,4.7,12.935662,77.61413,13.065662,77.74413,2022-03-02,Fog,scooter ,Unknown,1.0,26,20.142861143258497,19.0,0,Wednesday,0,3
32.0,4.5,23.416792,85.316842,23.456792,85.356842,2022-04-05,Cloudy,motorcycle ,High ,1.0,27,6.027713334627565,12.0,12,Tuesday,0,4
34.0,4.9,18.520016,73.830547,18.630016,73.940547,2022-03-02,Sunny,scooter ,Low ,1.0,26,16.824526128937705,22.0,23,Wednesday,0,3
33.0,3.9,22.722634,75.886959,22.812634,75.976959,2022-03-08,Windy,electric_scooter ,Medium ,1.0,32,13.59274945006288,17.0,17,Tuesday,0,3
34.0,4.5,22.745536,75.893106,22.765536,75.913106,2022-03-21,Windy,motorcycle ,Low ,1.0,25,3.020731790895242,10.0,10,Monday,0,3
30.0,4.7,12.972161,77.596014,13.042161,77.666014,2022-03-20,Sunny,scooter ,Low ,2.0,42,10.846021334892525,19.0,23,Sunday,1,3
34.0,4.7,12.304569,76.643622,12.354569,76.693622,2022-03-11,Sunny,motorcycle ,Jam ,1.0,29,7.757008674701061,19.0,20,Friday,0,3
26.0,4.6,21.175104,72.804342,21.245104,72.874342,2022-03-10,Cloudy,scooter ,Jam ,0.0,32,10.62486812596016,19.0,19,Thursday,0,3
31.0,4.0,12.935662,77.61413,13.015662,77.69413,2022-03-12,Cloudy,motorcycle ,Low ,1.0,35,12.396203377424794,23.0,23,Saturday,1,3
39.0,4.8,21.17106,72.789292,21.21106,72.829292,2022-03-19,Sunny,motorcycle ,High ,1.0,27,6.071710271577742,14.0,15,Saturday,1,3
32.0,5.0,17.450851,78.379347,17.500851,78.429347,2022-03-09,Cloudy,scooter ,Jam ,1.0,27,7.669768196606529,21.0,22,Wednesday,0,3
32.0,4.5,22.526461,88.364453,22.576461,88.414453,2022-02-13,Stormy,motorcycle ,Medium ,1.0,30,7.556893369945815,17.0,17,Sunday,1,2
39.0,4.1,23.371292,85.327872,23.441292,85.397872,2022-03-27,Sunny,motorcycle ,Medium ,1.0,32,10.549588224835514,18.0,18,Sunday,1,3
36.0,4.8,18.520016,73.830547,18.530016,73.840547,2022-03-21,Stormy,electric_scooter ,Low ,0.0,25,1.529710385539974,10.0,10,Monday,0,3
37.0,4.1,13.029198,77.570997,13.059198,77.600997,2022-03-15,Windy,motorcycle ,Medium ,1.0,38,4.647963215024367,17.0,18,Tuesday,0,3
37.0,4.8,23.416792,85.316842,23.476792,85.376842,2022-03-26,Fog,scooter ,Jam ,1.0,26,9.041263207807027,21.0,21,Saturday,1,3
38.0,3.7,18.520016,73.830547,18.630016,73.940547,2022-03-25,Stormy,motorcycle ,Jam ,1.0,31,16.824526128937705,20.0,20,Friday,0,3
28.0,4.7,23.416792,85.316842,23.436792,85.336842,2022-03-01,Stormy,scooter ,High ,1.0,28,3.013958870983999,11.0,11,Tuesday,0,3
34.0,3.8,18.546258,73.904337,18.656258,74.014337,2022-03-10,Stormy,scooter ,Medium ,0.0,31,16.823323902378387,18.0,18,Thursday,0,3
32.0,4.9,13.026286,80.275235,13.136286,80.385235,2022-03-27,Cloudy,motorcycle ,Low ,1.0,29,17.041308859939207,23.0,23,Sunday,1,3
22.0,4.7,26.921411,75.793604,26.981411,75.853604,2022-03-11,Windy,motorcycle ,Low ,0.0,17,8.927154262343281,23.0,23,Friday,0,3
31.0,4.0,22.552672,88.352885,22.642672,88.442885,2022-02-14,Windy,motorcycle ,Medium ,3.0,45,13.600349442388591,17.0,17,Monday,0,2
27.0,4.0,12.352058,76.60665,12.432058,76.68665,2022-03-29,Sandstorms,motorcycle ,Medium ,1.0,34,12.409793910752205,19.0,19,Tuesday,0,3
29.0,4.9,11.022298,76.998349,11.132298,77.108349,2022-03-20,Windy,scooter ,Jam ,0.0,24,17.102527788094463,19.0,19,Sunday,1,3
38.0,4.8,11.008638,76.984311,11.068638,77.044311,2022-03-28,Sandstorms,motorcycle ,Jam ,3.0,44,9.32924365213354,21.0,21,Monday,0,3
35.0,4.8,21.149669,72.772629,21.199669,72.822629,2022-04-01,Cloudy,motorcycle ,Jam ,2.0,36,7.590021438429733,20.0,21,Friday,0,4
31.0,4.9,12.972161,77.596014,13.002161,77.626014,2022-04-03,Sunny,motorcycle ,Jam ,0.0,28,4.64847378122608,20.0,20,Sunday,1,4
